Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2018-03-04,Toronto FC,Columbus Crew,0,2,A,1.53,4.15,5.98,2018
2018-03-04,Houston Dynamo,Atlanta Utd,4,0,H,2.46,3.46,2.72,2018
2018-03-04,Philadelphia Union,New England Revolution,2,0,H,1.91,3.57,3.9,2018
2018-03-04,Orlando City,DC United,1,1,D,2.23,3.4,3.13,2018
2018-03-04,FC Dallas,Real Salt Lake,1,1,D,1.67,3.88,4.8,2018
2018-03-04,San Jose Earthquakes,Minnesota United,3,2,H,1.57,4.08,5.58,2018
2018-03-05,Seattle Sounders,Los Angeles FC,0,1,A,1.66,3.95,4.82,2018
2018-03-05,Vancouver Whitecaps,CF Montreal,2,1,H,1.81,3.64,4.24,2018
2018-03-05,Sporting Kansas City,New York City,0,2,A,2.06,3.36,3.58,2018
2018-03-05,Los Angeles Galaxy,Portland Timbers,2,1,H,2.07,3.48,3.42,2018
2018-03-11,Columbus Crew,CF Montreal,3,2,H,1.54,4.26,5.63,2018
2018-03-11,New England Revolution,Colorado Rapids,2,1,H,1.76,3.72,4.44,2018
2018-03-11,Real Salt Lake,Los Angeles FC,1,5,A,1.77,3.87,4.22,2018
2018-03-11,Houston Dynamo,Vancouver Whitecaps,1,2,A,1.61,3.98,5.27,2018
2018-03-11,Chicago Fire,Sporting Kansas City,3,4,A,2.55,3.22,2.78,2018
2018-03-11,New York Red Bulls,Portland Timbers,4,0,H,2.34,3.41,2.93,2018
2018-03-11,Orlando City,Minnesota United,1,2,A,1.7,3.92,4.61,2018
2018-03-12,Atlanta Utd,DC United,3,1,H,1.51,4.21,6.09,2018
2018-03-12,New York City,Los Angeles Galaxy,2,1,H,1.49,4.31,6.3,2018
2018-03-18,DC United,Houston Dynamo,2,2,D,2.24,3.35,3.17,2018
2018-03-18,Philadelphia Union,Columbus Crew,0,0,D,2.24,3.49,3.03,2018
2018-03-18,Minnesota United,Chicago Fire,2,1,H,2.43,3.54,2.69,2018
2018-03-18,CF Montreal,Toronto FC,1,0,H,2.8,3.45,2.39,2018
2018-03-18,New York City,Orlando City,2,0,H,1.54,4.28,5.62,2018
2018-03-18,Atlanta Utd,Vancouver Whitecaps,4,1,H,1.47,4.51,6.23,2018
2018-03-18,Sporting Kansas City,San Jose Earthquakes,3,2,H,1.44,4.35,7.08,2018
2018-03-18,Real Salt Lake,New York Red Bulls,1,0,H,2.08,3.65,3.21,2018
2018-03-19,FC Dallas,Seattle Sounders,3,0,H,1.82,3.58,4.24,2018
2018-03-25,New England Revolution,New York City,2,2,D,2.24,3.46,3.04,2018
2018-03-25,FC Dallas,Portland Timbers,1,1,D,1.6,4.02,5.26,2018
2018-03-25,Columbus Crew,DC United,3,1,H,1.63,3.97,4.94,2018
2018-03-25,New York Red Bulls,Minnesota United,3,0,H,1.23,6.31,10.96,2018
2018-03-25,Colorado Rapids,Sporting Kansas City,2,2,D,3.06,3.1,2.4,2018
2018-03-25,Vancouver Whitecaps,Los Angeles Galaxy,0,0,D,1.63,4.02,4.84,2018
2018-03-31,Toronto FC,Real Salt Lake,3,1,H,1.44,4.54,6.7,2018
2018-04-01,Orlando City,New York Red Bulls,4,3,H,2.32,3.46,2.98,2018
2018-04-01,Los Angeles Galaxy,Los Angeles FC,4,3,H,2.11,3.59,3.22,2018
2018-04-01,Columbus Crew,Vancouver Whitecaps,1,2,A,1.48,4.42,6.2,2018
2018-04-01,Chicago Fire,Portland Timbers,2,2,D,2.17,3.55,3.13,2018
2018-04-01,San Jose Earthquakes,New York City,1,2,A,2.52,3.51,2.61,2018
2018-04-01,Minnesota United,Atlanta Utd,0,1,A,3.4,3.65,2.02,2018
2018-04-01,Sporting Kansas City,DC United,1,0,H,1.45,4.44,6.68,2018
2018-04-01,Houston Dynamo,New England Revolution,0,2,A,1.65,4.05,4.79,2018
2018-04-01,Colorado Rapids,Philadelphia Union,3,0,H,2.19,3.41,3.19,2018
2018-04-01,Seattle Sounders,CF Montreal,0,1,A,1.57,4.09,5.52,2018
2018-04-07,New England Revolution,CF Montreal,4,0,H,1.73,3.8,4.48,2018
2018-04-08,Atlanta Utd,Los Angeles FC,5,0,H,1.58,4.5,4.75,2018
2018-04-08,Philadelphia Union,San Jose Earthquakes,1,1,D,1.79,3.8,4.12,2018
2018-04-08,FC Dallas,Colorado Rapids,1,1,D,1.46,4.34,6.77,2018
2018-04-08,Chicago Fire,Columbus Crew,1,0,H,2.5,3.47,2.67,2018
2018-04-08,Real Salt Lake,Vancouver Whitecaps,2,1,H,1.8,3.8,4.12,2018
2018-04-09,Orlando City,Portland Timbers,3,2,H,2.06,3.64,3.31,2018
2018-04-09,Los Angeles Galaxy,Sporting Kansas City,0,2,A,2.24,3.45,3.06,2018
2018-04-12,New York City,Real Salt Lake,4,0,H,1.44,4.66,6.57,2018
2018-04-14,Philadelphia Union,Orlando City,0,2,A,1.58,4.2,5.23,2018
2018-04-14,Vancouver Whitecaps,Los Angeles FC,0,2,A,2.35,3.48,2.87,2018
2018-04-15,New York Red Bulls,CF Montreal,3,1,H,1.44,4.6,6.76,2018
2018-04-15,Colorado Rapids,Toronto FC,2,0,H,1.99,3.44,3.73,2018
2018-04-15,Chicago Fire,Los Angeles Galaxy,0,1,A,2.29,3.56,2.91,2018
2018-04-15,DC United,Columbus Crew,1,0,H,2.78,3.41,2.45,2018
2018-04-15,New England Revolution,FC Dallas,0,1,A,2.06,3.57,3.38,2018
2018-04-15,San Jose Earthquakes,Houston Dynamo,2,2,D,2.2,3.63,3.04,2018
2018-04-15,Portland Timbers,Minnesota United,3,2,H,1.35,5.3,7.52,2018
2018-04-16,Sporting Kansas City,Seattle Sounders,2,2,D,1.76,3.59,4.68,2018
2018-04-16,Atlanta Utd,New York City,2,2,D,1.98,3.8,3.38,2018
2018-04-21,Sporting Kansas City,Vancouver Whitecaps,6,0,H,1.57,3.91,5.97,2018
2018-04-22,CF Montreal,Los Angeles FC,3,5,A,2.31,3.55,2.88,2018
2018-04-22,Houston Dynamo,Toronto FC,5,1,H,1.32,5.36,9.23,2018
2018-04-22,New York Red Bulls,Chicago Fire,1,2,A,1.41,4.87,6.93,2018
2018-04-22,Orlando City,San Jose Earthquakes,3,2,H,1.72,3.99,4.36,2018
2018-04-22,Columbus Crew,New England Revolution,2,2,D,1.69,3.99,4.65,2018
2018-04-22,FC Dallas,Philadelphia Union,2,0,H,1.53,4.15,6.21,2018
2018-04-22,Real Salt Lake,Colorado Rapids,3,0,H,1.8,3.66,4.33,2018
2018-04-22,Los Angeles Galaxy,Atlanta Utd,0,2,A,2.09,3.79,3.15,2018
2018-04-23,Seattle Sounders,Minnesota United,3,1,H,1.35,5.09,8.44,2018
2018-04-23,Portland Timbers,New York City,3,0,H,2.22,3.72,2.95,2018
2018-04-28,Vancouver Whitecaps,Real Salt Lake,2,0,H,2.02,3.58,3.49,2018
2018-04-29,Atlanta Utd,CF Montreal,4,1,H,1.3,5.82,8.49,2018
2018-04-29,Toronto FC,Chicago Fire,2,2,D,1.57,4.16,5.36,2018
2018-04-29,Philadelphia Union,DC United,3,2,H,1.7,3.79,4.79,2018
2018-04-29,New England Revolution,Sporting Kansas City,1,0,H,2.15,3.49,3.26,2018
2018-04-29,Columbus Crew,San Jose Earthquakes,2,1,H,1.48,4.5,6.19,2018
2018-04-29,Minnesota United,Houston Dynamo,2,1,H,2.66,3.59,2.46,2018
2018-04-29,Los Angeles Galaxy,New York Red Bulls,2,3,A,2.51,3.5,2.64,2018
2018-04-30,Colorado Rapids,Orlando City,1,2,A,1.94,3.66,3.71,2018
2018-04-30,New York City,FC Dallas,3,1,H,1.69,4.07,4.49,2018
2018-04-30,Los Angeles FC,Seattle Sounders,1,0,H,1.81,3.87,4.01,2018
2018-05-05,Toronto FC,Philadelphia Union,3,0,H,1.5,4.39,6.08,2018
2018-05-06,CF Montreal,New England Revolution,4,2,H,2.26,3.52,2.98,2018
2018-05-06,New York Red Bulls,New York City,4,0,H,1.87,3.7,3.9,2018
2018-05-06,Minnesota United,Vancouver Whitecaps,1,0,H,2.23,3.38,3.16,2018
2018-05-06,Los Angeles FC,FC Dallas,1,1,D,2.0,3.67,3.47,2018
2018-05-06,Seattle Sounders,Columbus Crew,0,0,D,1.83,3.77,4.01,2018
2018-05-06,Sporting Kansas City,Colorado Rapids,1,0,H,1.41,4.55,7.55,2018
2018-05-06,Houston Dynamo,Los Angeles Galaxy,3,2,H,1.83,3.85,3.92,2018
2018-05-06,Chicago Fire,Atlanta Utd,1,2,A,3.11,3.6,2.17,2018
2018-05-06,San Jose Earthquakes,Portland Timbers,0,1,A,2.49,3.54,2.63,2018
2018-05-07,Orlando City,Real Salt Lake,3,1,H,1.66,4.05,4.6,2018
2018-05-10,Toronto FC,Seattle Sounders,1,2,A,1.52,4.32,5.89,2018
2018-05-10,Columbus Crew,Philadelphia Union,1,0,H,1.65,3.95,4.92,2018
2018-05-10,Atlanta Utd,Sporting Kansas City,0,2,A,1.61,4.08,5.04,2018
2018-05-10,Chicago Fire,CF Montreal,1,0,H,1.76,3.94,4.19,2018
2018-05-10,Los Angeles FC,Minnesota United,2,0,H,1.29,5.91,8.41,2018
2018-05-12,Vancouver Whitecaps,Houston Dynamo,2,2,D,2.22,3.53,3.04,2018
2018-05-13,Minnesota United,San Jose Earthquakes,1,3,A,2.06,3.68,3.28,2018
2018-05-13,CF Montreal,Philadelphia Union,0,2,A,1.86,3.82,3.83,2018
2018-05-13,FC Dallas,Los Angeles Galaxy,3,2,H,1.65,3.97,4.94,2018
2018-05-13,Columbus Crew,Chicago Fire,3,0,H,1.46,4.66,6.35,2018
2018-05-13,New England Revolution,Toronto FC,3,2,H,1.9,3.95,3.54,2018
2018-05-13,Real Salt Lake,DC United,3,2,H,1.81,3.75,4.1,2018
2018-05-13,Colorado Rapids,New York Red Bulls,1,2,A,3.15,3.4,2.22,2018
2018-05-14,Portland Timbers,Seattle Sounders,1,0,H,1.96,3.44,3.83,2018
2018-05-14,Orlando City,Atlanta Utd,1,2,A,2.71,3.62,2.39,2018
2018-05-14,Los Angeles FC,New York City,2,2,D,2.07,3.69,3.24,2018
2018-05-17,Vancouver Whitecaps,San Jose Earthquakes,2,2,D,1.67,4.09,4.57,2018
2018-05-19,Toronto FC,Orlando City,2,1,H,1.64,4.25,4.57,2018
2018-05-20,New York City,Colorado Rapids,4,0,H,1.37,4.79,8.23,2018
2018-05-20,Portland Timbers,Los Angeles FC,2,1,H,2.11,3.61,3.23,2018
2018-05-20,FC Dallas,Vancouver Whitecaps,2,2,D,1.5,4.41,5.93,2018
2018-05-20,Philadelphia Union,Real Salt Lake,4,1,H,1.73,3.85,4.52,2018
2018-05-20,New England Revolution,Columbus Crew,0,1,A,2.3,3.63,2.85,2018
2018-05-20,San Jose Earthquakes,DC United,1,3,A,1.98,3.58,3.59,2018
2018-05-21,Minnesota United,Sporting Kansas City,1,1,D,3.76,3.72,1.9,2018
2018-05-21,Chicago Fire,Houston Dynamo,2,3,A,2.26,3.59,2.93,2018
2018-05-21,Atlanta Utd,New York Red Bulls,1,3,A,1.72,4.08,4.21,2018
2018-05-22,CF Montreal,Los Angeles Galaxy,0,1,A,2.48,3.69,2.55,2018
2018-05-26,Toronto FC,FC Dallas,0,1,A,1.76,3.67,4.47,2018
2018-05-26,Houston Dynamo,New York City,3,1,H,2.05,3.68,3.3,2018
2018-05-26,Los Angeles Galaxy,San Jose Earthquakes,1,0,H,1.59,4.2,5.11,2018
2018-05-27,Seattle Sounders,Real Salt Lake,0,1,A,1.49,4.27,6.36,2018
2018-05-27,Vancouver Whitecaps,New England Revolution,3,3,D,1.97,3.69,3.54,2018
2018-05-27,New York Red Bulls,Philadelphia Union,0,0,D,1.48,4.42,6.28,2018
2018-05-27,Orlando City,Chicago Fire,1,2,A,1.99,3.78,3.39,2018
2018-05-27,Minnesota United,CF Montreal,2,0,H,2.15,3.61,3.11,2018
2018-05-27,Colorado Rapids,Portland Timbers,2,3,A,2.53,3.43,2.64,2018
2018-05-27,Los Angeles FC,DC United,1,1,D,1.42,4.85,6.58,2018
2018-05-28,Sporting Kansas City,Columbus Crew,0,0,D,1.69,3.73,4.88,2018
2018-05-31,Philadelphia Union,Chicago Fire,3,1,H,1.45,4.72,6.23,2018
2018-05-31,New England Revolution,Atlanta Utd,1,1,D,2.38,3.72,2.66,2018
2018-05-31,Real Salt Lake,Houston Dynamo,2,1,H,2.46,3.71,2.58,2018
2018-05-31,Los Angeles Galaxy,FC Dallas,2,3,A,1.81,3.85,4.02,2018
2018-06-02,Colorado Rapids,Vancouver Whitecaps,1,2,A,2.16,3.45,3.23,2018
2018-06-03,Portland Timbers,Los Angeles Galaxy,1,1,D,1.64,4.17,4.76,2018
2018-06-03,New York City,Orlando City,3,0,H,1.45,4.65,6.53,2018
2018-06-03,New England Revolution,New York Red Bulls,2,1,H,2.76,3.67,2.34,2018
2018-06-03,Columbus Crew,Toronto FC,3,3,D,2.0,3.59,3.54,2018
2018-06-03,CF Montreal,Houston Dynamo,1,0,H,1.76,4.24,3.89,2018
2018-06-03,Atlanta Utd,Philadelphia Union,3,1,H,1.39,4.92,7.39,2018
2018-06-03,FC Dallas,Los Angeles FC,2,1,H,1.69,3.93,4.7,2018
2018-06-03,Chicago Fire,San Jose Earthquakes,2,1,H,1.86,3.9,3.73,2018
2018-06-03,Real Salt Lake,Seattle Sounders,2,0,H,2.31,3.5,2.92,2018
2018-06-04,Sporting Kansas City,Minnesota United,4,1,H,1.31,5.41,8.82,2018
2018-06-09,Philadelphia Union,Toronto FC,0,2,A,2.23,3.56,3.01,2018
2018-06-10,New York City,Atlanta Utd,1,1,D,2.21,3.72,2.94,2018
2018-06-10,Columbus Crew,New York Red Bulls,1,1,D,1.82,3.88,3.93,2018
2018-06-10,Vancouver Whitecaps,Orlando City,5,2,H,1.78,3.91,4.14,2018
2018-06-10,FC Dallas,CF Montreal,2,0,H,1.42,4.52,7.32,2018
2018-06-10,Chicago Fire,New England Revolution,1,1,D,1.99,3.89,3.33,2018
2018-06-10,Houston Dynamo,Colorado Rapids,2,0,H,1.42,4.5,7.56,2018
2018-06-10,Seattle Sounders,DC United,2,1,H,1.63,3.73,5.62,2018
2018-06-10,San Jose Earthquakes,Los Angeles FC,3,4,A,2.57,3.63,2.51,2018
2018-06-10,Portland Timbers,Sporting Kansas City,0,0,D,2.29,3.46,3.0,2018
2018-06-10,Los Angeles Galaxy,Real Salt Lake,3,0,H,1.63,4.18,4.84,2018
2018-06-14,Columbus Crew,Atlanta Utd,0,2,A,1.94,3.76,3.55,2018
2018-06-14,CF Montreal,Orlando City,3,0,H,1.71,4.09,4.25,2018
2018-06-14,Toronto FC,DC United,4,4,D,1.56,4.15,5.61,2018
2018-06-14,New York Red Bulls,Seattle Sounders,2,1,H,1.54,4.07,5.91,2018
2018-06-14,Colorado Rapids,Chicago Fire,2,2,D,2.09,3.42,3.41,2018
2018-06-14,San Jose Earthquakes,New England Revolution,2,2,D,2.18,3.64,3.06,2018
2018-06-24,Philadelphia Union,Vancouver Whitecaps,4,0,H,1.76,3.94,4.19,2018
2018-06-24,New York Red Bulls,FC Dallas,3,0,H,1.73,3.69,4.66,2018
2018-06-24,Orlando City,CF Montreal,0,2,A,1.99,3.69,3.48,2018
2018-06-24,Sporting Kansas City,Houston Dynamo,3,2,H,1.9,3.6,3.91,2018
2018-06-24,Colorado Rapids,Minnesota United,3,2,H,1.82,3.77,4.09,2018
2018-06-24,Seattle Sounders,Chicago Fire,1,1,D,1.6,3.94,5.51,2018
2018-06-24,Real Salt Lake,San Jose Earthquakes,1,1,D,1.63,4.15,4.84,2018
2018-06-24,Los Angeles FC,Columbus Crew,2,0,H,2.32,3.52,2.87,2018
2018-06-25,Atlanta Utd,Portland Timbers,1,1,D,1.52,4.57,5.4,2018
2018-06-25,New York City,Toronto FC,2,1,H,1.77,3.97,4.09,2018
2018-06-30,Minnesota United,FC Dallas,0,1,A,3.2,3.64,2.1,2018
2018-07-01,Seattle Sounders,Portland Timbers,2,3,A,2.24,3.32,3.2,2018
2018-07-01,CF Montreal,Sporting Kansas City,2,0,H,2.83,3.46,2.37,2018
2018-07-01,Atlanta Utd,Orlando City,4,0,H,1.27,5.85,9.85,2018
2018-07-01,New England Revolution,DC United,3,2,H,1.7,3.95,4.62,2018
2018-07-01,Columbus Crew,Real Salt Lake,2,1,H,1.55,4.15,5.77,2018
2018-07-01,Los Angeles FC,Philadelphia Union,4,1,H,1.63,4.12,4.86,2018
2018-07-01,Chicago Fire,New York City,3,2,H,2.54,3.59,2.56,2018
2018-07-01,San Jose Earthquakes,Los Angeles Galaxy,3,3,D,2.55,3.65,2.53,2018
2018-07-02,Toronto FC,New York Red Bulls,0,1,A,2.31,3.74,2.75,2018
2018-07-02,Vancouver Whitecaps,Colorado Rapids,0,1,A,1.69,3.91,4.68,2018
2018-07-04,Houston Dynamo,Los Angeles FC,2,2,D,1.93,3.85,3.51,2018
2018-07-05,Minnesota United,Toronto FC,4,3,H,2.77,3.65,2.33,2018
2018-07-05,FC Dallas,Atlanta Utd,3,2,H,2.32,3.56,2.86,2018
2018-07-05,Colorado Rapids,Seattle Sounders,1,2,A,2.31,3.39,2.97,2018
2018-07-05,Real Salt Lake,Sporting Kansas City,4,2,H,2.44,3.46,2.75,2018
2018-07-05,Los Angeles Galaxy,DC United,2,2,D,1.61,4.21,4.83,2018
2018-07-08,Philadelphia Union,Atlanta Utd,0,2,A,2.31,3.7,2.79,2018
2018-07-08,New England Revolution,Seattle Sounders,0,0,D,1.64,4.15,4.71,2018
2018-07-08,CF Montreal,Colorado Rapids,2,1,H,1.62,4.01,5.2,2018
2018-07-08,Sporting Kansas City,Toronto FC,2,2,D,2.02,3.5,3.57,2018
2018-07-08,Houston Dynamo,Minnesota United,3,0,H,1.44,4.86,6.24,2018
2018-07-08,Real Salt Lake,FC Dallas,2,0,H,2.06,3.7,3.26,2018
2018-07-08,Vancouver Whitecaps,Chicago Fire,3,2,H,1.76,4.01,4.13,2018
